query_type,query_id,query,chunking,repr,k,retrieved_files,retrieved_chunk_ids,answer_preview
factual,CUS_F4,What dates were mentioned regarding decisions to resume or suspend funding to UNRWA?,child,,3,,,"The speech dates are: 2024-03-12, 2024-03-19, 2024-04-17. (Doc 1, Doc 2, Doc 3)..."
factual,CUS_F4,What dates were mentioned regarding decisions to resume or suspend funding to UNRWA?,child,,5,,,"The speech dates are: 2024-03-12, 2024-03-19, 2024-04-17. (Doc 1, Doc 2, Doc 3, Doc 4, Doc 5)..."
factual,CUS_F4,What dates were mentioned regarding decisions to resume or suspend funding to UNRWA?,child,,8,,,"The speech dates are: 2024-03-12, 2024-03-19, 2024-04-17, 2024-04-30, 2025-10-29. (Doc 1, Doc 2, Doc 3, Doc 4, Doc 5, Doc 6, Doc 7, Doc 8)..."
conceptual,CUS_C1,"How do speakers justify humanitarian intervention: moral duty, international law, or national interest?",fixed,,3,,,"Based on the context provided, speakers justify humanitarian intervention through a combination of moral duty and adherence to international law. For example:

1. **Moral Duty**: T..."
conceptual,CUS_C1,"How do speakers justify humanitarian intervention: moral duty, international law, or national interest?",fixed,,5,,,The context does not contain this information....
conceptual,CUS_C1,"How do speakers justify humanitarian intervention: moral duty, international law, or national interest?",fixed,,8,,,"Speakers often justify humanitarian intervention from multiple perspectives including moral duty, international law, and national interest. Here's how they typically frame their ar..."
conceptual,CUS_C1,"How do speakers justify humanitarian intervention: moral duty, international law, or national interest?",child,,3,,,The context does not contain this information....
conceptual,CUS_C1,"How do speakers justify humanitarian intervention: moral duty, international law, or national interest?",child,,5,,,"Based on the provided context, none of the documents explicitly address how speakers justify humanitarian intervention through specific criteria such as moral duty, international l..."
conceptual,CUS_C1,"How do speakers justify humanitarian intervention: moral duty, international law, or national interest?",child,,8,,,The context does not contain this information....
conceptual,CUS_C1,"How do speakers justify humanitarian intervention: moral duty, international law, or national interest?",fixed,,3,,,"Based on the provided context, there are no explicit statements from speakers justifying humanitarian intervention based solely on moral duty, international law, or national intere..."
conceptual,CUS_C1,"How do speakers justify humanitarian intervention: moral duty, international law, or national interest?",fixed,,5,,,Speakers justify humanitarian intervention based on a combination of moral duty and international law. They argue that there are legal obligations under international conventions a...
conceptual,CUS_C1,"How do speakers justify humanitarian intervention: moral duty, international law, or national interest?",fixed,,8,,,"Speakers often justify humanitarian intervention based on three main principles: moral duty, international law, and national interest.

1. **Moral Duty**: This perspective emphasiz..."
conceptual,CUS_C1,"How do speakers justify humanitarian intervention: moral duty, international law, or national interest?",child,,3,,,The context does not contain this information....
conceptual,CUS_C1,"How do speakers justify humanitarian intervention: moral duty, international law, or national interest?",child,,5,,,The context does not contain this information....
conceptual,CUS_C1,"How do speakers justify humanitarian intervention: moral duty, international law, or national interest?",child,,8,,,"Speakers in these debates often justify humanitarian intervention based on a combination of moral duty, international law, and sometimes national interests. 

In [Doc 1] and [Doc 2..."
conceptual,CUS_C2,What arguments are made about balancing border control with humanitarian obligations to refugees and asylum seekers?,fixed,,3,,,The context does not contain this information....
conceptual,CUS_C2,What arguments are made about balancing border control with humanitarian obligations to refugees and asylum seekers?,fixed,,5,,,The debate touches on the balance between border control measures and the responsibility to provide humanitarian assistance to refugees and asylum seekers. The SNP argues that acco...
conceptual,CUS_C2,What arguments are made about balancing border control with humanitarian obligations to refugees and asylum seekers?,fixed,,8,,,"The document discusses several key arguments in balancing border control measures with humanitarian obligations:

1. **Deportation of Irregular Migrants**: The UK government is com..."
conceptual,CUS_C2,What arguments are made about balancing border control with humanitarian obligations to refugees and asylum seekers?,child,,3,,,The context does not contain this information....
conceptual,CUS_C2,What arguments are made about balancing border control with humanitarian obligations to refugees and asylum seekers?,child,,5,,,The context provided discusses various perspectives on balancing border control measures with responsibilities towards refugees and asylum seekers. Here are some of the key argumen...
conceptual,CUS_C2,What arguments are made about balancing border control with humanitarian obligations to refugees and asylum seekers?,child,,8,,,The document does not contain specific information on arguments being made about balancing border control with humanitarian obligations to refugees and asylum seekers....
conceptual,CUS_C2,What arguments are made about balancing border control with humanitarian obligations to refugees and asylum seekers?,fixed,,3,,,The document does not contain specific arguments about balancing border control with humanitarian obligations to refugees and asylum seekers....
conceptual,CUS_C2,What arguments are made about balancing border control with humanitarian obligations to refugees and asylum seekers?,fixed,,5,,,The context does not contain this information....
conceptual,CUS_C2,What arguments are made about balancing border control with humanitarian obligations to refugees and asylum seekers?,fixed,,8,,,"The arguments presented regarding the balance between border control measures and humanitarian obligations toward refugees and asylum seekers appear to be polarized. On one side, c..."
conceptual,CUS_C2,What arguments are made about balancing border control with humanitarian obligations to refugees and asylum seekers?,child,,3,,,"The Solicitor General argues against the Conservative party's approach, stating that leaving us with a ""borders crisis"" demonstrates their failure. The Government is described as t..."
conceptual,CUS_C2,What arguments are made about balancing border control with humanitarian obligations to refugees and asylum seekers?,child,,5,,,The context does not contain this information....
conceptual,CUS_C2,What arguments are made about balancing border control with humanitarian obligations to refugees and asylum seekers?,child,,8,,,The document does not contain specific arguments made about balancing border control with humanitarian obligations to refugees and asylum seekers. It mainly focuses on enforcement ...
conceptual,CUS_C3,How do speakers frame the relationship between economic stability and national security in the debates?,fixed,,3,,,Speakers frequently frame the relationship between economic stability and national security by emphasizing that a stable economy is essential for bolstering national security. They...
conceptual,CUS_C3,How do speakers frame the relationship between economic stability and national security in the debates?,fixed,,5,,,Speakers often frame the relationship between economic stability and national security by emphasizing that they are interconnected and that one cannot be achieved without the other...
conceptual,CUS_C3,How do speakers frame the relationship between economic stability and national security in the debates?,fixed,,8,,,"Speakers often frame the relationship between economic stability and national security as interconnected pillars of a strong, resilient country. Economic stability is viewed as ess..."
conceptual,CUS_C3,How do speakers frame the relationship between economic stability and national security in the debates?,child,,3,,,"Speakers in the debates often frame the relationship between economic stability and national security by emphasizing how investments in defense, employment, apprenticeships, and ec..."
conceptual,CUS_C3,How do speakers frame the relationship between economic stability and national security in the debates?,child,,5,,,Speakers often frame the relationship between economic stability and national security by emphasizing that they are interconnected and critical for a country's prosperity and defen...
conceptual,CUS_C3,How do speakers frame the relationship between economic stability and national security in the debates?,child,,8,,,"Speakers often frame the relationship between economic stability and national security by emphasizing that a strong, stable economy is crucial for ensuring national security. This ..."
conceptual,CUS_C3,How do speakers frame the relationship between economic stability and national security in the debates?,fixed,,3,,,"Speakers frame the relationship between economic stability and national security by emphasizing that maintaining a strong economy is crucial for sustaining health and social care, ..."
conceptual,CUS_C3,How do speakers frame the relationship between economic stability and national security in the debates?,fixed,,5,,,"Speakers in these parliamentary debate documents frequently frame the relationship between economic stability and national security as interconnected, emphasizing that a stable eco..."
conceptual,CUS_C3,How do speakers frame the relationship between economic stability and national security in the debates?,fixed,,8,,,"Speakers emphasize that maintaining economic stability is crucial for ensuring national security. They highlight how stable economies can support robust defense spending, secure su..."
conceptual,CUS_C3,How do speakers frame the relationship between economic stability and national security in the debates?,child,,3,,,"Speakers in the UK parliamentary debates frequently frame the relationship between economic stability and national security as interconnected. In [Doc 1], a speaker emphasizes that..."
conceptual,CUS_C3,How do speakers frame the relationship between economic stability and national security in the debates?,child,,5,,,Speakers in these parliamentary debates frequently frame the relationship between economic stability and national security as interdependent. They emphasize that maintaining a stro...
conceptual,CUS_C3,How do speakers frame the relationship between economic stability and national security in the debates?,child,,8,,,Speakers in these debates frequently frame the relationship between economic stability and national security by emphasizing that they are interconnected. This connection is often a...
conceptual,CUS_C4,"What recurring themes appear when speakers discuss the effectiveness of international organizations (UN, WFP, NGOs) in crisis response?",fixed,,3,,,The context does not contain this information....
conceptual,CUS_C4,"What recurring themes appear when speakers discuss the effectiveness of international organizations (UN, WFP, NGOs) in crisis response?",fixed,,5,,,The context does not contain this information....
conceptual,CUS_C4,"What recurring themes appear when speakers discuss the effectiveness of international organizations (UN, WFP, NGOs) in crisis response?",fixed,,8,,,"Speakers often touch upon several recurring themes regarding the effectiveness of international organizations such as the UN, World Food Programme (WFP), and NGOs in crisis respons..."
conceptual,CUS_C4,"What recurring themes appear when speakers discuss the effectiveness of international organizations (UN, WFP, NGOs) in crisis response?",child,,3,,,The context does not contain this information....
conceptual,CUS_C4,"What recurring themes appear when speakers discuss the effectiveness of international organizations (UN, WFP, NGOs) in crisis response?",child,,5,,,The context does not contain this information....
conceptual,CUS_C4,"What recurring themes appear when speakers discuss the effectiveness of international organizations (UN, WFP, NGOs) in crisis response?",child,,8,,,The context does not contain this information....
conceptual,CUS_C4,"What recurring themes appear when speakers discuss the effectiveness of international organizations (UN, WFP, NGOs) in crisis response?",fixed,,3,,,The context does not contain this information....
conceptual,CUS_C4,"What recurring themes appear when speakers discuss the effectiveness of international organizations (UN, WFP, NGOs) in crisis response?",fixed,,5,,,The context does not contain this information....
conceptual,CUS_C4,"What recurring themes appear when speakers discuss the effectiveness of international organizations (UN, WFP, NGOs) in crisis response?",fixed,,8,,,"When discussing the effectiveness of international organizations such as the UN, World Food Programme (WFP), and NGOs in crisis response, several recurring themes emerge:

1. **Lac..."
conceptual,CUS_C4,"What recurring themes appear when speakers discuss the effectiveness of international organizations (UN, WFP, NGOs) in crisis response?",child,,3,,,The context does not contain this information....
conceptual,CUS_C4,"What recurring themes appear when speakers discuss the effectiveness of international organizations (UN, WFP, NGOs) in crisis response?",child,,5,,,The context does not contain this information....
conceptual,CUS_C4,"What recurring themes appear when speakers discuss the effectiveness of international organizations (UN, WFP, NGOs) in crisis response?",child,,8,,,The context does not contain this information....
